,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
PFA0480w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.29,37.63,41.45,0,85.27,45.11,397.51,0,0,2721.81,0,74.41,0,43.94,27.65,35.72,0,0,57.69,45.81,38.36,40,42.22,86.29,157.48,37.51,80.99,0,28.58,31.55,47.11,86.59,41.13,111.26,194.28,47.89,48.1,186.52,79.27,30.59,67.19,77.15,43.94,56.35,67.21,120.67,0,173.17,48.85,72.57,108.61,248.51,90.35,53.71,355.29,169.31,104.65,139.83,157.28,44.7,468.76,88.19,1626.76,160.53,0,35.88,216.89,38.44,56.85,58.36,86.48,97.78,66.59,101.09,37.92,39.56,137.23,438.56,313.68,120.41,97.4,150.98,238.81,564.96,103.67,123.82,75.89,111.67,149.95,56.58,142.91,128.52,111.27,180.7,149.96,48.98,93.33,0,0,96.04,394.34,32.72,132.44,91.23,123.7,0,55.5,386.77,144.07,60.22,142.77,80.58,207.89,103.7,0,542.23
PF11_0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.31,13.89,7.53,0,23.61,0,733.96,0,0,1229.41,0,39.2,0,19.04,12.76,11.64,0,0,10.65,17.14,10.71,10.35,10.52,14.93,6.06,15.61,37.9,0,24.83,35.25,10.87,13.69,50.62,114.56,186.36,64.5,222,88.97,76.77,27,93.03,116.35,66.55,104.99,110.85,222.78,0,213.13,113.97,29.3,70.4,229.39,96.89,49.58,144.35,96.17,0,218.24,129.8,93.35,132.82,151.74,0,141.69,323.87,34.06,100.11,29.2,39.99,34.48,103.17,74.13,62.34,81.65,25,24.72,104.92,60.73,193.04,211.89,54.84,88.27,712.98,411.16,68.35,253.43,28.02,110.45,15.38,7.25,145.21,155.26,102.71,296.57,153.5,81.92,61.74,1376.42,0,97.52,329.51,37.49,292.12,60.88,75.65,0,115.7,112.74,93.1,56.82,119.15,104.14,61,74.9,0,0
PF11_0090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.74,89.39,48.01,0,80.08,58.28,711.12,0,0,1553.88,0,173.51,434.22,109.35,60.07,97.71,0,177.82,103.19,56.48,73.91,97.29,174.45,96.47,123.24,64.34,177.62,0,53.38,83.17,65.53,278.69,183.95,120.1,320.34,111.27,43.02,257.69,224.22,73.92,252.53,208.61,81.92,94.26,119.16,123.35,0,154.89,210.76,369.17,118.85,444.55,231.35,138.77,334.72,116.48,748.75,214.83,208.47,161.93,608.93,303.43,1939.91,404.7,156.9,90.76,290.99,69.51,152.56,137.8,196.87,203.01,110.46,259.96,128.4,105.31,399.13,235.35,416.77,420.72,73.46,444.12,444.05,1564.47,211.94,279.25,110.86,127.34,193.72,122.3,285.79,227.6,139.34,592.78,219.23,127.12,98.77,0,0,186.47,701.08,68.2,186.14,227.29,197.07,666.84,192.17,546.22,141.75,127.77,217.21,188.01,184.51,274.19,266.73,0
PFL0805w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51,2.58,4.01,0,2.29,0,426.59,0,0,434.81,0,16.04,37.2,15.37,9.01,9.02,0,0,6.18,104.93,4.7,6.02,14.74,37.6,10.56,9.56,6.54,0,30.2,51.65,13.19,7.65,29.41,62.08,101.18,54.35,51.59,48.44,10.68,10.59,148.23,35.06,3.48,36.37,45.34,9.25,0,30.95,16.93,74.19,44.62,133.28,18.11,22.4,269.38,181.58,168.38,38.5,25.55,113.89,101.69,721.36,290.92,13.98,0,12.64,0,5.06,27.59,27.54,38.85,56.19,5.45,67.77,42.13,36.35,13.77,58.81,449.83,133.21,53.46,45.88,12.06,75.74,21.84,121.26,55.62,5.78,17.87,16.02,36.4,13.49,190.98,430.78,48.97,31.99,81.75,0,0,25.56,510.92,23.04,46.13,29.04,30.27,0,56.17,109.18,50.22,17.4,31.77,53.15,141.31,147.49,0,0
PFD0430c,0,10138.8,0,19770.66,0,0,0,0,0,0,0,0,0,10686.84,0,0,0,0,0,0,0,0,0,0,0,7.4,1.03,0.93,0,0,0,1358.27,0,0,2374.22,2292.59,0.46,663.42,0,0,44.5,0,0,0,7.61,0.16,0.26,0,18.42,0,0.63,0,0,5.74,0,0,0,0,0,0.45,0.74,0,0.08,0.27,0.42,2.04,0.81,1.69,49.91,1.02,11.78,0,39.43,0.11,3.09,3.95,0,0,0,453.24,97.88,143.01,0,0.23,0,0.51,4.09,2963.95,1.37,0,0,0,0,0,0,0,0,0.64,0,0,3.03,0,0,0,5.14,2.88,0,2.06,7.44,27.83,7.35,0,0,34.15,1.08,0,0.07,7.59,1578.03,0,0.25,5.84,0,0,0.07,2.49,0,4.69,0,1.05,0,0,0,63.98,6.17,0.07,0.24,2.76,0,0,0
PF11_0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.94,38.93,25.96,0,62.65,73.65,2337.3,0,0,170.09,1095.52,140.78,203.82,76.35,23.22,49.39,0,1752.84,33.9,302.02,112.02,96.67,163.48,95.09,366.38,20.78,32.6,0,76.58,102.47,86.53,47.35,120.89,329.68,600.07,200.55,282.71,50.29,59.67,19.7,118.72,138.47,90.94,128.8,226.49,202.64,0,508.9,100.35,26.66,183.37,2921.39,48.82,52.61,180.97,76.55,0,237.5,149.82,118.87,201.51,254.74,0,126.78,515.54,75.31,0,111.92,190.96,116.63,275.96,184.72,170.02,185.68,55.72,128.74,107.74,708.86,547.77,508.71,78.24,175.01,248.25,319.28,54.4,395.49,52.04,232.85,146.89,13.85,152.11,91.3,719.46,531.12,282.49,86.57,89.14,0,0,99.51,974.58,92.73,247.66,78.02,70.43,0,93.4,179.48,127.02,70.78,199.57,192.48,139.71,66.25,0,0
PF08_0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.29,46.13,68.22,0,22.53,0,0,0,0,2142.21,0,64.63,0,89.84,52.19,38.86,0,0,60.96,101.42,31.28,15.8,17.71,42.75,17.34,26.81,70.36,0,8.88,17.55,30.2,61.92,362.29,254.43,343.96,189.27,254.19,177.08,415.78,51.21,134.82,252.1,149.61,132.34,117.6,182.19,0,355.87,78.27,485.36,109.91,0,362.2,86.72,638.34,344.09,276.46,538.29,308.59,248.24,546.5,177.69,0,220.03,0,143.54,286.54,124.59,100.15,191.21,217.9,378.31,170.33,133.56,78.73,101.49,66.42,173.82,150.14,417.61,285.66,277.02,561.98,516.69,420.64,256.02,153.72,369.19,0,74.75,493.34,445.88,205.8,530.67,220.96,159.56,230.16,0,0,258.45,299.53,42.46,499.87,242.74,124.61,0,321.7,376.5,228.4,281.97,138.15,83.35,104.33,119.12,0,0
PFC0975c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.08,1628.06,1583.74,0,1898.91,1376.38,6657.99,0,0,3102.97,3745.28,2591.78,2787.1,1116.93,1967.99,3531.9,0,0,2163.55,1563.27,1121.92,1497.19,1043.72,614.04,505.4,1295.17,2571.08,0,1027.42,5199.31,932.65,8229.41,4729.54,1675.45,5288.99,1596.53,2738.4,2327.78,2215.15,958.07,1204.69,1863.89,736.76,922.53,2528.92,1154.58,4993.56,2190.71,1401.36,5908.72,2321.69,1664.52,4017.34,929.27,4029.72,3445.32,8410.19,7649.58,2414.21,2764.98,4867.47,6891.64,7263.2,4902,2937.39,1438.26,2905.35,1290.89,1033.62,1297.74,2455.29,2876.84,1678.82,2835.33,1732.55,2269.19,1729.41,3524.87,2504.4,3289.12,3031.31,3836.98,14037.91,11897.21,4389.12,4524.85,2465.01,2179.7,2175.97,2826.4,3259.12,3409.51,3018.51,3160.96,1892.8,1881.76,4156.85,14980.72,39948.36,2726.27,5508.48,654.56,13304.64,3296.11,1675.09,0,798.97,1227.09,2339.98,3281.43,2000.64,2468.94,1605.6,2989.34,3994.86,0
PF11_0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37,5.1,0.74,0,0,2.74,217.65,466.09,0,443.53,0,7.8,37.95,7.94,7.56,1.15,0,0,6.31,49.44,4.79,4.09,0.74,8.85,0,5.89,9.1,0,4.6,56.32,2.46,1.8,0,8.91,27.11,12.54,0,24.67,11.11,14.4,61.4,26.74,14.73,15.98,15.2,18.86,0,73.67,33.42,12.4,17.7,271.9,27.56,16.32,176.2,64.11,57.23,20.77,29.62,46.4,111.5,85.01,593.22,87.26,0,0.56,0,3.26,1.48,16.6,11.2,3.81,3.1,13.83,5.93,22.24,98.84,167.93,166.61,41.16,57.89,51.84,8.63,124.79,22.28,41.23,33.21,27.54,36.45,6.88,57.63,33.02,79.14,153.83,50.48,33.44,79.99,0,0,28.19,167.54,29.73,16.94,14.75,40.17,0,40.16,77.94,39.4,16.1,36.76,40.14,88.16,46.86,0,0
PFI1180w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.68,6.44,2.73,0,7.6,8.93,1062.94,0,0,1083.31,0,18.92,0,10.21,10.12,26.2,0,0,35.97,17.1,12.23,12.82,22.99,33.63,8.77,26.98,14.33,0,4.12,10.36,9.1,27,24.43,17.51,21.78,22.3,42.86,63.51,34.79,15.15,57.4,44.87,21.51,19.52,18.36,61.44,0,51.42,12.74,111.14,45.29,0,62.29,19.94,219.47,145.03,139.83,235.59,65.02,57.54,201.13,130.5,724.72,41.56,0,12.33,0,7.66,10.86,15.6,18.86,15.56,14.41,28.15,13.27,4.06,31.73,146.53,52.65,108.96,47.16,45.58,170.28,111.31,94.02,69.54,80,44.95,14.84,20.31,71.44,56.6,69.39,232.64,34.69,27.4,63.41,0,0,38.78,73.6,10.67,185.42,75.84,29.96,0,25.92,117.9,77.02,66.17,21.66,7.49,20.82,60.25,0,0
PF11_0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.1,809.54,1747.84,0,1100.47,528.97,14662.2,1625.16,0,23267.71,6162.08,638.48,970.06,1114.87,346.61,782.71,0,505.6,1114.87,358.97,426.59,320.83,582.93,493.72,283.67,303.74,1159.61,1896.04,417.89,380.04,558.93,2011.47,1673.72,1790.22,2790.02,656.38,917.43,1511.51,1495.95,167.24,789.92,857.48,669.25,1026.95,1069.6,2213.83,0,2055.02,594.4,2606.84,1516.22,2528.01,1629.56,474.24,6234.7,1010.1,2261.89,999.39,1282.93,837.05,2424.62,919.75,6205,1632.9,1561.42,873.22,3860.96,845.34,2378.83,943.93,1236.11,4009.59,872.53,1510.38,626.84,658.14,1001.61,1422.01,3667.75,3425.97,234.48,810.55,1573.2,1754.41,1402.88,4065.82,787.99,1542.87,571.98,595.53,1896.96,3047.4,820.65,5873.15,1893.26,736.02,298.66,0,0,999.79,5687.25,344.75,1159.03,2141.03,774.62,0,614.69,776.53,1163.25,655.51,1099.83,1440.59,609.63,865.6,3033.61,689.46
PFE0060w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.84,8.48,9.57,0,324.23,35.3,0,0,0,163.11,525.1,51.2,781.39,355.11,50.08,62.13,0,560,97.49,66.26,29.01,15.79,146.31,250.63,120.13,14.72,3.12,0,59.19,203.45,201.96,35.83,540.69,1465.65,1068.83,155.14,609.68,22.08,36.29,16.83,187.43,58.06,38.78,473.19,700.45,388.43,0,812.89,38.46,70.27,613.47,2449.98,46.53,42.02,93.43,18.35,589.47,83.64,23.46,371.67,143.01,656.68,0,80.54,247.06,174.67,152.73,80.87,831.22,85.48,441.67,172.13,12.31,409.32,22.89,47.04,50.89,308.82,2208.84,2432.54,28.8,24.81,102.69,61.21,46.92,2441.14,53.44,63.03,140.78,24.35,109.56,99.78,266.42,480.82,645.73,97.49,50.38,0,0,37.53,3977.47,55.96,251.9,43.33,62.06,0,117.88,573.38,273.9,16.02,92.62,415.31,186.11,158.72,0,0
PF14_0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0.45,0.51,0,3.2,0,0,0,0,43.61,0,0.26,0,0.29,0,0,0,0,0,7.44,1.07,1.69,2.52,0,0,0.23,0,0,3.16,3.74,0.26,0.56,20.59,6.44,22.08,5.81,0,2.84,1.76,0.92,12.78,2.66,2.33,3.92,19.97,0,0,14.44,4.52,0,0.87,0,0.69,2.24,10.66,0,0,3.11,4.38,5.15,4.49,21.31,0,10.55,0,0.77,0,2.6,8.13,0,5.58,7.87,2.13,0,4.07,2.31,0.79,0,10.24,11.31,5.12,6.93,6.87,0,8.33,8.09,0,6.86,12.51,1.18,4.56,4.62,0,45.22,5.05,3.87,5.84,0,0,1.96,30.79,3.07,3.87,0.79,1.74,0,10.09,0,0,1.01,6.22,6.95,16.34,0,0,0
PF14_0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78,3,2.26,0,4.72,16.66,440.29,0,0,128.22,0,6.02,0,8.89,0,0,0,0,0,75.44,0.79,1.24,9.65,5.97,0,5.79,0,0,27,7.36,4.99,0,45.57,38.07,99.92,31.11,0,4.12,3.89,13.77,48.04,4.57,7.54,8.09,76.77,0,0,63.93,28.88,17.58,29.44,0,3.23,3.3,57.69,0,0,7.5,8.48,24.57,47.3,158.93,0,34.45,0,11.35,0,10.58,17.99,25.86,22.45,19.34,8.37,0,3,29.31,5.22,121.46,115.81,54.19,50.71,9.3,4.72,12.02,4.11,11.92,16.81,14.99,0,1.74,11.74,4.2,172.57,88.99,37.26,13.06,58.59,0,0,5.44,112.21,13.27,13.33,14.71,14.56,0,16.36,45.09,23.93,4.81,19.8,38.37,129.42,29.96,0,0
PF10_0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.09,33.71,13.29,0,30.32,44.55,2120.89,0,0,308.77,662.64,141.33,123.31,43.47,14.05,18.67,0,0,41.02,88.06,14.31,6.65,15.49,115.05,23.33,12.03,65.09,0,76.21,29.52,23.71,30.27,292.52,228.39,576.23,202.6,256.54,240.84,141.62,145.84,303.89,263.86,68.21,87.19,176.31,245.17,0,171.03,203.88,137.08,61.63,0,141.16,148.52,277.91,648.25,186.01,592.07,317.82,142.08,838,271,1927.98,535.09,623.74,205.92,192.8,191.01,428.38,273.91,479.42,875.36,348.01,157.26,288.93,397.51,291.44,77.96,266.7,180.62,243,518.93,1323.41,2530.19,151.38,162.69,85.44,138.36,29.62,33.53,226.2,195.71,178.04,642.63,184.56,92.96,313.86,0,0,222.02,345.18,46.75,498.38,75.68,145.69,0,218.04,398.1,243.32,133.22,262.16,141.43,277.91,264.48,0,0
PFF0690c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.27,27,12.37,0,40.26,3.38,1072.9,0,0,3593.17,251.36,20.39,280.65,103.84,35.97,28.34,0,0,46.69,64.3,51.58,51.43,51.08,236.42,57.53,32.76,15.71,2011.47,36.28,193.75,98.13,3.46,138.72,342.04,183.18,89.4,227.1,50.88,38.19,14.14,141.96,102.49,227.69,210.44,113.23,372.07,502.87,700.76,89.32,22.95,173.79,502.86,50.35,70.44,447.34,87.83,211.71,98.12,91.02,308.7,71.78,191.53,1828.48,64.96,0,46.32,0,59.42,126,111.79,156.72,18.84,85.53,127.85,40.19,46.01,49.46,281.02,1252.57,718.29,73.8,36.77,44.67,190.51,32.47,370.35,25.59,449.33,22.47,25.44,219.43,88.42,210.17,758.5,953.7,273.69,25.17,0,0,74.85,770.25,84.34,76.56,32.83,45.36,0,285.3,274.6,315.81,46.48,90.37,156.57,155.98,91.22,0,0
MAL7P1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.44,0,0,0,0,0,0,0,0,0,0.99,0,3.88,0,0,0,0,0,7.18,0.69,0.54,13.62,0,0,1.34,0,0,0,2.41,1.51,0,39.79,44.95,43.15,25.39,0,4.73,5.1,5.84,25.29,16.24,3.59,9.08,32.51,150.07,0,55.82,2.47,0,1.68,0,1.05,0,27.47,0,0,13.09,11.12,7.57,16.86,17.34,0,5.83,0,11.9,0,13.68,58.92,6.77,41.92,5.06,17.82,0,3.93,7.08,2.28,0,32.99,10.92,3.3,9.73,14.98,15.76,10.74,0,3.67,12.46,0,0,8.17,5.03,80.74,87.45,5.57,3.74,18.06,0,0,5.91,22.74,0,22.46,1.22,7.85,0,29.87,0,20.9,7.28,10.82,5.97,18.7,0,0,0
PFI0525w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,7.35,0,0,0,19.33,0,0,0,223.29,0,16.6,0,20.63,11.43,8.1,0,0,14.83,14.33,7.61,7.21,0.86,6.93,0,7.11,12.84,0,7.57,10.67,13.81,1.17,17.62,31.85,75.61,21.45,61.84,36.13,24.6,2.04,27.88,44.68,30.63,29.51,50.31,44.32,0,49.49,21.62,0,10.4,0,40.83,30.69,54.8,66.99,134.56,54.12,52.26,21.81,79.96,59.56,0,60.62,0,17.13,0,8.75,17.41,21.01,26.31,8.98,17.3,32.5,24.38,21.06,29.63,169.17,137.37,72.57,25.89,36.66,24.2,181.58,28.57,62.29,32.52,46.38,42.84,16.17,59.93,44.98,0,180.7,55.61,32.19,9,0,0,41.92,161.25,19.91,53.07,14.91,33.79,0,51.22,26.17,37.05,34.84,51.73,40.12,50.77,28.98,0,0
PFL0185c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.01,945.18,1574.53,0,832.69,514.36,5265.25,0,0,23291.26,617.06,1328.79,1262.76,369.93,1000.48,2218.58,0,329.08,859.29,2426.58,250.81,316.79,224.09,223.16,97.74,430.49,707,0,943.27,1338.48,487.62,4150.12,1974.46,733.84,1394.01,976.37,1512.7,3207.98,3399.57,2414.66,2520.33,1930.2,574.13,777.21,993.81,1112.77,2468.08,2133.69,2155.5,7627.59,2700.45,5347.51,5536.48,1723.58,5998.68,2888.42,2597.96,3775.85,2227.89,2063.67,7764.88,5355.46,14359.39,5828.74,871.08,883.91,4128.43,395.58,560.16,656.87,1860.48,3225.26,721.5,3262.89,1528.82,2384.3,3015.1,3375.45,2791.66,4254.13,4015.9,4145.52,9147.09,13199.05,5588.8,3136.33,3219.6,1592.77,1351.23,2541.57,4748.94,4523.47,9043.5,4819.8,1568.75,1889.39,4501.7,2468.08,9872.31,2246.41,5115.82,1193,3968.29,8804.75,3072.39,2468.08,1567.71,3773.73,1764.62,2199.39,1549.66,1174.3,3022.24,6096.51,11846.8,1794.97
PFI0930c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.55,1236.21,1323.46,0,1964.59,759.18,9331.32,0,0,9759.43,2385.88,2217.12,1331.63,836.22,1072.48,2299.25,0,3393.15,1673.6,528.31,1025.85,1370.84,494.73,575.24,419.95,830.98,1860.36,6362.2,476.98,520.73,424.54,5926.69,2603.37,722.85,1273,811.84,1334,2214.73,3465.35,772.86,973.35,1791.73,973.01,1021.77,827.17,1066.49,0,2421.72,1099.85,4310.78,2174.13,1590.55,4228.59,515.59,3203.76,1972.54,1339.41,4161.79,1809.13,1187.94,5704.29,1680.22,1156.62,2525.6,1122.74,1008.06,4395.68,775.23,589.14,742.05,1693.38,2346.7,1055.36,2614.96,866.78,1094.48,1848.1,2339.03,1663.29,3235.27,1610.36,2968.6,17824.43,5562.53,4375.71,2492.04,1775.36,1968.04,924.11,2414.1,3899.49,4582.15,1163.23,5055.44,1355.48,1456.41,3016.4,0,0,1805.4,2662.69,631.39,4989.94,7147.51,1208.93,0,1034.18,2171.39,1536.75,2467.93,1521.54,1053.41,1009.08,2914.19,7634.6,2313.51
PF13_0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.67,520.99,965.04,0,644.41,300.31,1082.87,0,0,6781.62,3553.36,478.82,1227.72,429.19,256.88,349.02,0,270.73,361.33,551.35,147.02,158.31,381.5,425.92,178.7,282.99,670.78,2030.47,352.53,1478.77,367.44,264.74,2035.15,2521.63,2110.56,957.87,1375.48,938.57,1261.75,441.86,1827.39,1034.59,546.49,947.75,1839.4,2136.11,0,1964.98,562.4,2078.34,1677.24,3045.72,1922.1,345.36,3031.94,425.59,4417.17,963.29,684.92,1878.11,821.48,9033.62,1476.55,1301.97,955.52,1775.4,4873.15,1127.99,3594.58,1179.35,1918.04,5934.51,967.85,2133.72,855.71,943.69,219.66,2299.22,5008.11,3545.97,884.65,354.07,761.3,665.73,1577.99,3467.2,905.88,1452.16,317.61,291.06,1861.83,2335.23,4167.03,4348.15,1658.42,1083.06,531.64,2030.48,0,922.42,6852.55,344.53,1882.93,2461.31,774.82,0,1210.51,1801.8,1510.59,689.24,686.68,1362.99,1046.78,871.74,1624.39,2215.07
PFL2295w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.81,59.42,22.05,0,11.53,94.88,3225.78,0,0,1879.23,0,138.73,187.55,103.32,61.43,284.07,0,0,155.99,160.73,61.46,76.83,83.37,14.59,0,81.48,234.02,0,84.1,184.1,61.36,244.07,407.87,155.19,303.78,89.88,260.15,372.84,144.66,24.06,171.33,148.13,105.43,107.23,44.43,652.63,0,260.16,101.94,355.71,140.61,0,296.17,104.9,474.05,457.83,282.96,613.95,359.53,158.79,963.63,177.82,1466.25,317.44,474.4,85.93,0,56.49,36.6,50.5,145.42,122.77,92.59,68.34,168.47,152.34,131.72,296.49,473.31,427.4,111.51,215.49,637.63,411.33,310.37,232.91,61.56,223.59,135.16,153.01,304.48,291.95,150.46,543.11,231.35,128.45,178.77,0,0,193.02,665.25,64.79,399.97,245.59,110.8,0,134.36,55.05,214.28,192.7,220.93,173.41,187.4,146.29,0,0
PF07_0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.08,58.37,63.61,0,65.16,71.82,9115.75,0,0,6693.09,0,157.07,397.5,26.28,66.04,86.29,0,0,44.08,573.65,9.95,11.78,32.65,51.51,62.68,22.61,47.69,0,89.12,168.13,42.85,216.32,484.61,224.16,751.79,309.86,275.68,436.98,320.77,518.85,755.49,374.69,84.53,162.47,202.88,362.27,0,312.44,385.23,708.39,408.38,1424.37,383.42,253.67,1932.34,1492.79,599.75,992.07,480.31,540.64,2392.02,1530.36,5697.45,1354.17,167.57,140.99,0,103.09,178.45,131.57,485.49,286.88,241.35,144.85,266.5,1071.31,603.87,858.81,970.56,603.89,1089.81,1002.32,3023.76,4088.88,403.17,550.21,326.19,160.06,254.64,96.08,427.1,341.07,1881.45,1170.22,275.47,241.65,1471.73,0,5697.43,340.61,1134.66,128.93,1051.44,300.72,425.37,0,342.49,1925.08,295.89,272.59,433.31,259.75,1439.37,943.11,854.63,517.95
PFI1510w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.34,53.95,49.75,0,38.65,27.96,5823.09,0,0,6016.67,0,122.96,96.73,33.57,46.83,181.66,0,0,96.54,403.23,22.45,26.59,14.96,37.61,4.57,23.58,61.89,0,109.02,148.21,30.8,538.73,535.45,172.82,587.76,335.19,368.97,352.85,380.4,435.39,421.65,282.98,82.43,93.14,105.82,156.27,0,187.84,177.84,713.25,506.01,1559.72,489.69,299.62,1159.55,717.43,510.78,1341.26,343.66,489.99,2080.16,1199.53,3781.13,881.53,367,98.64,983.1,91.74,122.72,123.72,456.7,535.73,149.52,211.49,279.55,478.66,395.92,932.77,641.96,669.16,563.29,602.46,4917.81,4522.93,500.87,683.2,317.5,174.26,116.18,55.9,445.37,375.88,2025.31,714.19,222.55,231.1,906.27,0,0,237.87,1353.9,90.25,1547.14,474.18,459.33,0,333.05,1178.22,376.75,285.08,261.14,218.79,692.27,704.22,831.87,0
PF13_0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,3.55,8.89,0,5.58,0,0,0,0,303.1,0,4.45,0,7,5.17,0,0,0,15.1,6.48,0.93,1.47,1.76,14.12,25.77,7.24,34.86,0,2.2,2.18,0,8.63,17.95,35.14,35.9,17.76,0,65.63,30.67,6.54,51.21,40.86,7.29,19.12,19.55,0,0,25.19,8.82,77.19,9.08,0,36.8,7.81,62.08,68.18,0,23.63,24.65,17.09,52.01,15.66,0,27.58,0,21.47,0,12.81,31.9,21.39,43.08,105.14,9.58,16.55,3.55,11.69,8.23,57.42,44.63,24.62,11.47,2.19,23.09,14.23,24.23,7.06,6.62,12.2,21.81,4.12,54.21,59.7,14.57,52.58,15.1,13.01,16.29,0,0,31.74,34.72,6.12,13.51,25.1,23.28,0,70.9,159.88,18.86,16.64,23.53,13.46,28.47,11.81,0,0
PF11_0471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.32,40.53,20.6,0,38.02,35.75,2127.12,0,0,1652.45,1661.93,65.43,123.69,51.1,23.78,35.59,1329.55,0,61.72,26.5,27.02,36,38.24,91.36,40.96,33.72,65.29,0,26.23,37.01,17.61,52.72,36.68,47.53,154.67,55.04,42.89,180.5,73.47,14.13,79.24,80.35,35.59,66.06,44.48,107.6,0,154.41,40.99,177.95,84.48,0,143.71,50.55,409.72,11.62,186.6,97.52,127.91,44.21,448.69,110.61,966.84,186.97,156.42,38.38,0,31.29,53.11,43.71,75.32,24.91,45.48,67.6,60.38,32.41,143.84,273.73,235.1,114.08,60.79,138.36,212.41,406.84,85.83,81.61,117.28,76.2,193.12,74.27,162.5,164.92,69.45,376.03,80.57,66.98,56.86,0,0,128.4,303.21,45.85,88.95,127.19,115.12,0,52.68,18.15,128.46,60.85,144.23,91.11,102.75,96.48,265.91,0
PF10_0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.67,44.06,66.31,0,86.25,11.93,1892.85,507.01,0,1723.1,887.34,57.41,82.52,56.38,39.96,80.01,0,0,109.84,38.32,23.11,32.47,51.05,32.09,0,28.54,87.14,0,24.01,1.98,25.76,169.07,261.09,78.99,187.95,74.91,0,132.88,100.84,20.02,107.79,91.82,30.19,59.61,55.82,123.1,0,137.39,28.58,245.6,33,0,136.85,35.51,310.14,46.49,0,107.81,78.91,32.99,339.78,83.59,645.28,97.91,417.55,78.07,516.24,56.55,67.67,80.57,125.84,191.17,65.76,90.23,109.6,69.72,76.05,234.87,248.87,201.53,24.35,45.92,256.74,142.22,105.75,160.16,48.17,50.94,39.65,61.72,141.07,145.5,39.72,406.27,78.93,56.09,63.87,0,0,81.84,221.01,19.47,120.76,131.66,46.01,0,76.71,121.13,42.87,59.72,88.36,55.91,71.92,80.48,0,0
